ID,song,song_popularity,artist,album,album_cover,artist_popularity,genre
,Cuttin' In,32,"Johnny ""Guitar"" Watson",Vivid Sound,https://i.scdn.co/image/ab67616d0000b27348cc5170fb945cbe88e4de05,40,blues
,Blue Guitar,32,Earl Hooker,Blue Guitar,https://i.scdn.co/image/ab67616d0000b273026f73742ba96cc499e75eb5,38,blues
,Weint nicht um meinen Tod,32,Johann Bach,Bach: Motetten,https://i.scdn.co/image/ab67616d0000b2734d2f206190350d6f3706da1a,21,classical
,Missa Papae Marcelli: I. Kyrie,32,Giovanni Pierluigi da Palestrina,Palestrina,https://i.scdn.co/image/ab67616d0000b273876e6ffc9abb299d417f9797,40,classical
,Light Cavalry Overture,32,Franz von Suppé,Last Night of the Proms,https://i.scdn.co/image/ab67616d0000b2730947f8018fbb25c91d7c7525,29,classical
,Requiem: Kyrie,32,Johannes Ockeghem,Ockeghem: Requiem / Missa Prolationum,https://i.scdn.co/image/ab67616d0000b2731867c49641f4c00d8471ec75,28,classical
,Mounsieurs Almanie,32,Daniel Bacheler,Daniel Bacheler: The Bachelar's Delight,https://i.scdn.co/image/ab67616d0000b2730e322cfa86831fe87b468631,18,classical
,"Jesu, Meines, Lebens Leben (Bux WV 62): Sinfonia, Aria",32,Dietrich Buxtehude,Buxtehude: 6 Cantatas,https://i.scdn.co/image/ab67616d0000b2738bf09051d76030d2e39f1941,37,classical
,"Symphonie fantastique, Op. 14, H 48: I. Rêveries - Passions",32,Hector Berlioz,Berlioz: Symphonie fantastique,https://i.scdn.co/image/ab67616d0000b273416433fd5bae242fa92e6bd7,39,classical
,3 Small Tone Poems: No. 3. Spring Morning,32,Frederick Delius,Delius: On Hearing the First Cuckoo in Spring,https://i.scdn.co/image/ab67616d0000b2736642fa59f4b62893b1afcebd,47,classical
,Vaughan Williams: The Lark Ascending: Opening (Excerpt),32,Ralph Vaughan Williams,The Most Peaceful Classical Album in the World...Ever!,https://i.scdn.co/image/ab67616d0000b273496cdc490cacea5129284559,49,classical
,Sweetest Love,32,Morgan Pochin,Katherine Jenkins / Premiere,https://i.scdn.co/image/ab67616d0000b273cfa3bdeefc79ad0174162918,15,classical
,"Concerto in D Major ""Il Gardellino"", RV428 : II. Cantabile",32,Antonio Vivaldi,"Vivaldi: la Notte, la Tempesta di Mare, Il Gardellino",https://i.scdn.co/image/ab67616d0000b2735a87f04df398b455b4ef49a0,68,classical
,"Symphony No. 9 in D Minor, Op. 125 ""Choral"": 4. Presto - Allegro ma non troppo",32,Ludwig van Beethoven,Beethoven: Symphony No.9,https://i.scdn.co/image/ab67616d0000b273bbaab4c3038c22c411f36c0e,70,classical
,"Coppélia: Coppélia, Act I: Valse Lente",32,Léo Delibes,Delibes: Coppelia (Highlights),https://i.scdn.co/image/ab67616d0000b273241f12007de7b32b638c68d1,50,classical
,"Faust, Ballet Music (1869): 6. Variations du miroir (Allegretto)",32,Charles Gounod,Famous Ballet Music,https://i.scdn.co/image/ab67616d0000b273a00ad00a8866daaf2bb89748,48,classical
,The Firebird: Scene 1: The Firebird's Lullaby,32,Igor Stravinsky,Stravinsky: The Firebird & A Symphony of Psalms,https://i.scdn.co/image/ab67616d0000b273f340b40086084d8853eb3d68,48,classical
,"Schumann: Davidsbündlertänze, Op. 6, Heft II: No. 17, Wie aus der Ferne",32,Robert Schumann,"Schumann: Davidsbündlertänze, Op. 6 & Fantasie, Op. 17",https://i.scdn.co/image/ab67616d0000b273f5bdf20c7b9caeeaafd3afba,62,classical
,"Piano Concerto ""No. 6"" in D Major, Op. 61a: II. Larghetto",32,Ludwig van Beethoven,"Beethoven: Piano Concertos Nos. 4, Op. 58 & ""6"", Op. 61a",https://i.scdn.co/image/ab67616d0000b2731e51b3e949fad11418863164,70,classical
,"Swan Lake, Op. 20, TH 12, Act I, No. 9: Finale (Andante)",32,Pyotr Ilyich Tchaikovsky,Tchaikovsky: Swan Lake,https://i.scdn.co/image/ab67616d0000b273fd4e51fa78820473da655cc3,66,classical
,Smoke Rings,32,Elvin Jones,Dear John C.,https://i.scdn.co/image/ab67616d0000b2733f1460cd7659acaae6b26ffe,37,jazz
,My Funny Valentine,32,J.J. Johnson,Proof Positive,https://i.scdn.co/image/ab67616d0000b2733fa769b4d41ebb5ac12eb700,31,jazz
,Illusion - Alternate Take,32,Andrew Hill,The Capitol Vaults Jazz Series,https://i.scdn.co/image/ab67616d0000b273f0f6a243aa88b011e7d66400,28,jazz
,"Ruby, My Dear",32,Thelonious Monk Septet,Monk's Music [Original Jazz Classics Remasters],https://i.scdn.co/image/ab67616d0000b2731a5c8cde2988897d297331e6,31,jazz
,Japan Beauty,32,Yusuke Shima,Silent Jazz Case 4,https://i.scdn.co/image/ab67616d0000b273965632d2a507bc0c1f1a9c82,29,jazz
,Dear Old Stockholm - Rudy Van Gelder Edition; 2007 Digital Remaster,32,Paul Chambers,Bass On Top (2007 Rudy Van Gelder Edition),https://i.scdn.co/image/ab67616d0000b2738b079fcd0a1a963f4973182f,52,jazz
,Will O' the Wisp,32,Gil Evans,Sketches of Spain,https://i.scdn.co/image/ab67616d0000b2736a75349dfe07dd14b5c3e6b1,35,jazz
,Seeds Of Change,32,Joe Lovano,Trio Tapestry,https://i.scdn.co/image/ab67616d0000b27337abd6be941ab54f0a94be4b,41,jazz
,Chill,32,Joshua Redman Quartet,MoodSwing,https://i.scdn.co/image/ab67616d0000b2732de04e5294cb1fc09f64e9c4,29,jazz
,Afterglow,32,Aaron Parks,Invisible Cinema,https://i.scdn.co/image/ab67616d0000b273b51a3d0b364c868f81936153,33,jazz
,Fuchsia Swing Song,32,Sam Rivers,Fuchsia Swing Song,https://i.scdn.co/image/ab67616d0000b2730ae286488832abe61025048d,27,jazz
,Wondering,32,Wolfgang Muthspiel,Angular Blues,https://i.scdn.co/image/ab67616d0000b2734f9ad313b1028b8141d55d89,32,jazz
,Human Nature,32,Vijay Iyer,Solo,https://i.scdn.co/image/ab67616d0000b273baa1da388d98a600a41bc9bc,29,jazz
,You And The Night And The Music,32,Hampton Hawes,"This Is Hampton Hawes, Vol. 2",https://i.scdn.co/image/ab67616d0000b273e2fc80c48b982addc981f020,29,jazz
,Wouldn't It Be Loverly,32,Fred Hersch,Songs From Home,https://i.scdn.co/image/ab67616d0000b27303bc637f48a1b54068fc7336,31,jazz
,Snake Oil,32,Tony Williams,Lifetime: The Collection,https://i.scdn.co/image/ab67616d0000b27393f2e34aba952af1f7eca454,33,jazz
,Samba Em Prelùdio,32,Gilad Hekselman,Homes,https://i.scdn.co/image/ab67616d0000b2738a8f537fdffae0e127ec939a,30,jazz
,All Blues,32,Ron Carter,All Blues (CTI Records 40th Anniversary Edition),https://i.scdn.co/image/ab67616d0000b273838bc6e7654f99ecdd90e0ae,43,jazz
,Consider Me Gone,32,Christian McBride,Conversations with Christian,https://i.scdn.co/image/ab67616d0000b27399d8f1ccbb57070d8ecc28da,40,jazz
,Stars Fell On Alabama,32,Toots Thielemans,Harmonica Jazz,https://i.scdn.co/image/ab67616d0000b273988f1e4be6043ac19a590386,44,jazz
,"Softly As In A Morning Sunrise - Live At The Village Vanguard, New York City, NY/1957/Evening Alternate Take 7",32,Sonny Rollins,A Night At The Village Vanguard (Live),https://i.scdn.co/image/ab67616d0000b273caee211dd19e1336c45ba1c3,49,jazz
,Ernie's Tune,32,Dexter Gordon,Ballads,https://i.scdn.co/image/ab67616d0000b273f3a82e88e6b97e92fff7cab5,47,jazz
,Carolyn - Remastered 2000 / Rudy Van Gelder Edition,32,Hank Mobley,No Room For Squares (Remastered 2000 / Rudy Van Gelder Edition),https://i.scdn.co/image/ab67616d0000b273b550dd904a424c2f18bf5f1c,47,jazz
,I See Your Face Before Me - RVG Remaster,32,John Coltrane,Settin' The Pace [RVG Edition],https://i.scdn.co/image/ab67616d0000b273f1c09d0545ee901e2effc5dd,63,jazz
,These Foolish Things - Remastered 2006/Rudy Van Gelder Edition,32,Johnny Griffin,Introducing Johnny Griffin (Rudy Van Gelder Edition / Remastered),https://i.scdn.co/image/ab67616d0000b273a5c73efc003562346fdf5f22,34,jazz
,How Long Has This Been Going On?,32,Lena Horne,The Classic Lena Horne,https://i.scdn.co/image/ab67616d0000b27371a5afe610a721e6efb61b6d,40,jazz
,Your Love Has Faded,32,Johnny Hodges,Johnny Hodges With Billy Strayhorn And The Orchestra,https://i.scdn.co/image/ab67616d0000b27302b6db9b05a38c5426115084,46,jazz
,I Get A Kick Out Of You,32,Oscar Peterson Trio,A Jazz Portrait Of Frank Sinatra,https://i.scdn.co/image/ab67616d0000b273915d0e6e8a58ff78925de272,56,jazz
,These Foolish Things (Remind Me Of You),32,Stan Getz,Stan Getz Plays,https://i.scdn.co/image/ab67616d0000b273f82c1437c38708fe38a63564,62,jazz
,Make The Man Love Me,32,Dinah Washington,For Those In Love (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273fa054c4805e9898130cf4e8d,57,jazz
,It Ain't Necessarily So,32,Oscar Peterson,Oscar Peterson Plays The George Gershwin Song Book,https://i.scdn.co/image/ab67616d0000b273530dbc1380b4a02e04b6c8b0,54,jazz
,You Turned The Tables On Me,32,Anita O'Day,Anita Sings The Most,https://i.scdn.co/image/ab67616d0000b273a0024debff4f06c01ab86b1e,49,jazz
,"Darn That Dream - Live In Los Angeles, 1954",32,Dinah Washington,Dinah Jams (Live),https://i.scdn.co/image/ab67616d0000b273a7fd78db2a8eae2ffbfa947a,57,jazz
,Funkin' Lesson,32,X-Clan,"To The East, Blackwards",https://i.scdn.co/image/ab67616d0000b2734c8cbc93908159ad1826c289,26,hiphop
,A Little Samba,32,Ugly Duckling,Journey To Anywhere,https://i.scdn.co/image/ab67616d0000b273cad98b8bd449cf2c7470f231,35,hiphop
,White Lines (Don't Do It) - Long Version,32,Grandmaster Flash,Kings of the Streets - The Definitive Anthology,https://i.scdn.co/image/ab67616d0000b273569c3fe855a65b8e9dc6c311,43,hiphop
,Give the Drummer Some,32,Ultramagnetic MC's,Critical Beatdown (Re-Issue),https://i.scdn.co/image/ab67616d0000b273889d4abdba0ff0cfdf1dc32d,31,hiphop
,Here I Come,32,Barrington Levy,Best of Barrington Levy - 20th Century Masters,https://i.scdn.co/image/ab67616d0000b273597f1d394f805e80470c1596,57,reggae
,"People's Court, Pt. II",32,Mutabaruka,Melanin Man,https://i.scdn.co/image/ab67616d0000b27325f06cd51b3a46e45d2fc699,30,reggae
,Hard Times,32,Pablo Gad,Hard Times - The Best Of,https://i.scdn.co/image/ab67616d0000b273cd62775c35c24a615cd585b8,27,reggae
,Carry Go Bring Come,32,Justin Hinds,Early Recordings,https://i.scdn.co/image/ab67616d0000b27384ea4c1ca1b5009d9d4a2ba3,33,reggae
,"Rowing 12"" Version",32,Dennis Bovell,Decibel,https://i.scdn.co/image/ab67616d0000b2738fcf63b117b1d127d6da99cd,38,reggae
,Jah Shall Reign Dub,32,Jah Shaka,Dub Salute 5 (feat. Twinkle Brothers),https://i.scdn.co/image/ab67616d0000b2730b9ce7ef6017fd697b4b7685,29,reggae
,Give the Poor Man a Try,32,Martin Campbell,Take a Look,https://i.scdn.co/image/ab67616d0000b273ac862332443bd93a4e7bfc5e,30,reggae
,Jamaican Proverb,32,Dub Syndicate,No Bed of Roses,https://i.scdn.co/image/ab67616d0000b2733dca5eb74c9ee97fa00fa68f,28,reggae
,Devil's Throne,32,Junior Delgado,Sons of Slaves,https://i.scdn.co/image/ab67616d0000b2734e9eaaba010547c3d833a4a2,30,reggae
,Any Means Necessary,32,Mutabaruka,Outcry,https://i.scdn.co/image/ab67616d0000b2738c587136f349e64e391118a6,30,reggae
,You Are A No Good,32,Michael Prophet,Righteous Are The Conquer,https://i.scdn.co/image/ab67616d0000b273f7f664c52d427d17bb028c36,28,reggae
,Speak Softly,32,Lacksley Castell,Morning Glory,https://i.scdn.co/image/ab67616d0000b273592e8681e307858203768d08,29,reggae
,Things in Life,32,Barry Brown,Legend,https://i.scdn.co/image/ab67616d0000b273c1e21947f035f0d3017d8a57,28,reggae
,Spanish Amigo,32,Dennis Alcapone,The Hudson Affair: Keith Hudson and Friends,https://i.scdn.co/image/ab67616d0000b2738faf511689a3773cd8425f0c,29,reggae
,Fast Forward Into Dub,32,Mad Professor,The Inspirational Sounds Of Mad Professor,https://i.scdn.co/image/ab67616d0000b27366af88ded1a974a0b7b3628c,43,reggae
,Please Stop Your Lying,32,Errol Dunkley,Let's Do Rocksteady: The Story Of Rocksteady 1966-68,https://i.scdn.co/image/ab67616d0000b273e77a671e859f14fd2f222bac,36,reggae
,Dread Are the Controller,32,Linval Thompson,Don't Cut Off Your Dreadlocks,https://i.scdn.co/image/ab67616d0000b273f3dc9ebf1c376bfb2c841ea7,34,reggae
,I Do,32,Ijahman Levi,Ijahman & Madge,https://i.scdn.co/image/ab67616d0000b2734be858a8cd8a364b7b57f8c0,35,reggae
,I Am Not Afraid,32,Etana,Strictly The Best Vol. 39,https://i.scdn.co/image/ab67616d0000b2730630f268b7681a0345ab42ea,44,reggae
,Can't Fly,32,Patrick,Can't Fly,https://i.scdn.co/image/ab67616d0000b273f4d14722794947b3d1da1739,16,reggae
,Country For Sale,32,Buju Banton,Country For Sale,https://i.scdn.co/image/ab67616d0000b273d5c73e769b3486106ea1d988,58,reggae
,Everybody Dead (feat. Demarco),32,Giggs,Now Or Never,https://i.scdn.co/image/ab67616d0000b2739921d79aa1ddba50388dba92,61,reggae
,Cherry Pie (feat. Pharrell Williams),32,Buju Banton,Upside Down 2020,https://i.scdn.co/image/ab67616d0000b273646c88e8fa6d20321e02f2e0,58,reggae
,Loyal To The Soil,32,Bobby Hustle,Loyal To The Soil,https://i.scdn.co/image/ab67616d0000b273fbe1f0fe678bfe74e8ef9c76,35,reggae
,Stand!,32,Aston Barrett Jr.,Stand!,https://i.scdn.co/image/ab67616d0000b273e8f34e6bc89d6291551db9d8,15,reggae
,Héritage,32,Volodia,Héritage,https://i.scdn.co/image/ab67616d0000b27300fe0795ae78c20e7cacec80,34,reggae
,Jah Always There for Me,32,Busy Signal,Jah Always There for Me,https://i.scdn.co/image/ab67616d0000b273e827824261023f58d9a901a3,59,reggae
,Estos Días,32,Olaya Sound System,Estos Días,https://i.scdn.co/image/ab67616d0000b273faff4e2abe43181ec1096d0d,35,reggae
,Walk Away,32,Mimi Maura,Walk Away,https://i.scdn.co/image/ab67616d0000b27332b76447f9ff95718f84822a,45,reggae
,Prende,32,Providencia,Prende,https://i.scdn.co/image/ab67616d0000b273680c0a6ef057c0628fbe623d,31,reggae
,La Naturaleza,32,Planta & Canta,La Naturaleza,https://i.scdn.co/image/ab67616d0000b273903612e650d6ef296244f9fc,20,reggae
,The Lady in Red,32,Rondamon,The Lady in Red,https://i.scdn.co/image/ab67616d0000b273a7d039e7e64fec1ad741b573,33,reggae
,Declaration of Rights,32,The Abyssinians,"The Best of Studio One, Vol. 1",https://i.scdn.co/image/ab67616d0000b273061bc5e618427412cff04084,44,reggae
,Miss You Love,32,Silverchair,Neon Ballroom,https://i.scdn.co/image/ab67616d0000b2731b0201a6273523f60b8b5406,60,rock
,The Drums - Original Mix,32,Richy Ahmed,The Drums,https://i.scdn.co/image/ab67616d0000b273e04d464642abdc6abc428984,29,electronic
,I Can't Sleep,32,The Deepshakerz,I Can't Sleep EP,https://i.scdn.co/image/ab67616d0000b2733cc78d215f33faa789ba7eb5,31,electronic
,Pop in Pop Out,32,Prok & Fitch,Pop in Pop Out EP,https://i.scdn.co/image/ab67616d0000b273b00f23b1fd97a7b8575e0d6c,34,electronic
,Memories,32,Waldeck,Ballroom Stories,https://i.scdn.co/image/ab67616d0000b27355d20d102b365d32a627dad8,55,electronic
,This Life,32,Mandalay,Empathy,https://i.scdn.co/image/ab67616d0000b273ac06f1c13d0c29fa08ba769b,31,electronic
,Cascades,32,Indian Wells,Where The World Ends,https://i.scdn.co/image/ab67616d0000b27379a1a9c86533ccb7930b486e,30,electronic
,"Prayer (feat. Nicolette Krebitz, Udo Kier) - Gui Boratto Mix",32,Terranova,Hotel Amour - Nightporter,https://i.scdn.co/image/ab67616d0000b273812193bbd526c2dd95d2d6ec,31,electronic
,The Melody - Henrik Schwarz Remix,32,Carl Craig,"Versus Remixes, Vol. 2",https://i.scdn.co/image/ab67616d0000b27392413faf9b394cf80c413efe,38,electronic
,Future (feat. Inner City) - Kenny Larkin Tension Mix,32,Kevin Saunderson,Future (feat. Inner City),https://i.scdn.co/image/ab67616d0000b273a9017d66cc63d94414d3ac56,35,electronic
,Amphetamine - Original Remaster,32,Thomas P. Heckmann,Drax Ltd. II - Amphetamine (The Complete Remixes and Versions 1994-2012),https://i.scdn.co/image/ab67616d0000b27309949e2590da778b71575bdb,27,electronic
,Leo,32,Gary Beck,Hentzi,https://i.scdn.co/image/ab67616d0000b273ecb89de28dd92f6195928036,29,electronic
,L'esperanza - Single Edit,32,Sven Väth,Accident In Paradise,https://i.scdn.co/image/ab67616d0000b2730dd7d1566164b5c637462ade,37,electronic
,PositiveNoise,32,System 7,UP,https://i.scdn.co/image/ab67616d0000b273c03640d03f2fea64e587571b,25,electronic
,Skyhigh,32,Yan Cook,Blades EP,https://i.scdn.co/image/ab67616d0000b27359f6b4fc83797253987fbdb5,28,electronic
,Enter Nova - Paul Nazca Remix 1,32,Marco Bailey,Enter Nova EP,https://i.scdn.co/image/ab67616d0000b273a5c039014352887a0739f4e5,28,electronic
,Wisdom to the Wise (Red 2) - A. Mochi Re-Edit,32,Dave Clarke,Wisdom to the Wise (Red 2) [Remixes],https://i.scdn.co/image/ab67616d0000b273d3fbbfc5ff0d76161af4b703,28,electronic
,Dadamnphreaknoizphunk? (Dubdope) - mixed,32,Hardfloor,DJ-Kicks,https://i.scdn.co/image/ab67616d0000b27355301cfbf84baea21f062cef,29,electronic
,Fixin' to Die Blues,31,Bukka White,Parchman Farm,https://i.scdn.co/image/ab67616d0000b273c64cc04c0e185dc5f88156a2,27,blues
,Worried About My Baby,31,Sunnyland Slim,Highway 61,https://i.scdn.co/image/ab67616d0000b27300cd9a8f1949f67f34b5da65,30,blues
,Sitting On Top Of The World,31,Mississippi Sheiks,Honey Babe Let The Deal Go Down: The Best Of Mississippi Sheiks,https://i.scdn.co/image/ab67616d0000b2738b5bf1abbdc0f4133fc30cc2,19,blues
,Delta Hurricane,31,Larry McCray,Delta Hurricane,https://i.scdn.co/image/ab67616d0000b273cc2b44fddf218eee65586fc2,29,blues
,Rollin' And Tumblin',31,Big Joe Williams,Classic Delta Blues,https://i.scdn.co/image/ab67616d0000b2733194d3798fb2afd6001524f2,29,blues
,Kissing in the Dark,31,Memphis Minnie,Presenting Memphis Minnie,https://i.scdn.co/image/ab67616d0000b2737257d98116e5d94d239df52f,28,blues
,Looking for a Sweetie,31,Lonnie Johnson,The Complete Folkways Recordings,https://i.scdn.co/image/ab67616d0000b2730ceae38394fd40caadb8a221,29,blues
,The Moon Is Rising,31,Robert Nighthawk,Presenting Robert Nighthawk,https://i.scdn.co/image/ab67616d0000b27341c44a9ab87575fcd3aa91fe,24,blues
,Diggin' My Potatoes,31,Brownie McGhee,Wizard Of The Harmonica,https://i.scdn.co/image/ab67616d0000b273054b484ba70068f29cf5011b,31,blues
,Motivational Speaker,31,Alvin Youngblood Hart,Motivational Speaker,https://i.scdn.co/image/ab67616d0000b27355dbc7957ff265c9d8bbbf89,29,blues
,Hey Bartender,31,Floyd Dixon,Marshall Texas Is My Home,https://i.scdn.co/image/ab67616d0000b2735a5edcfe7ca0f65801485fa6,27,blues
,Everyday (I Have The Blues),31,Memphis Slim,The Sonet Blues Story,https://i.scdn.co/image/ab67616d0000b2737d318012158905639ed658f4,30,blues
,Left My Happy Home,31,Billy Boy Arnold,Goin' To Chicago,https://i.scdn.co/image/ab67616d0000b273b31e2c5278b6877cffd5b577,28,blues
,Homesick's Shuffle,31,Homesick James,Blues On The South Side,https://i.scdn.co/image/ab67616d0000b2731288e9fde88318fc0aa19b3c,28,blues
,Lulu Belle's Here,31,J. B. Hutto,Slidin' the Blues (Blues Reference),https://i.scdn.co/image/ab67616d0000b273619251eed61243beea318402,28,blues
,Crow Jane,31,Skip James,Skip James Live Vol. 2 Bloomington 1968 Part 1,https://i.scdn.co/image/ab67616d0000b27376b68c80cc5dcf1b82cf26be,33,blues
,Let Your Light Shine on Me,31,Blind Willie Johnson,Dark Was The Night (Mojo Workin'- Blues For The Next Generation),https://i.scdn.co/image/ab67616d0000b273ca26ce52fd1ac32db22ecacc,33,blues
,Anna Lou Blues,31,Tampa Red,Tampa Red Vol. 11 1939-1940,https://i.scdn.co/image/ab67616d0000b273ed87a6778633c06820cf2acd,27,blues
,"S.K. Blues, Pt. 1",31,Big Joe Turner,Atomic Boogie,https://i.scdn.co/image/ab67616d0000b273b1303caf295448522f65a7d6,38,blues
,High And Lonesome,31,Jimmy Reed,Mr. Luck: The Complete Vee-Jay Singles,https://i.scdn.co/image/ab67616d0000b2735198f61d9829c8ea52bace45,42,blues
,Sit and Cry (The Blues),31,Buddy Guy,Blue On Blues,https://i.scdn.co/image/ab67616d0000b273d717ea02565901c28d8f7ddf,53,blues
,I Want To Know,31,Sugar Pie DeSanto,In The Basement: The Chess Recordings,https://i.scdn.co/image/ab67616d0000b273e88ad10ebfbd0712d5d6a761,44,blues
,Little Red Rooster,31,Big Mama Thornton,Ball n' Chain,https://i.scdn.co/image/ab67616d0000b273f25345e400eb77c2d49f8558,44,blues
,Worried Life Blues,31,Freddie King,Getting Ready... (World),https://i.scdn.co/image/ab67616d0000b273be4c277f6b8f6bedf7135496,51,blues
,Is It Over,31,Don Bryant,You Make Me Feel,https://i.scdn.co/image/ab67616d0000b273827ee3587f7382f72a7349f1,25,blues
,Celebrated Walkin' Blues,31,Taj Mahal,Taj Mahal,https://i.scdn.co/image/ab67616d0000b273cc837c65adffa13659a3bafe,54,blues
,Riding Out The Storm,31,Elles Bailey,Riding Out The Storm,https://i.scdn.co/image/ab67616d0000b273d53a742ff35f11cedc65d2ef,36,blues
,Just No Getting Over You (Dream Cruise),31,Joanne Shaw Taylor,Just No Getting Over You (Dream Cruise),https://i.scdn.co/image/ab67616d0000b273998ceee8a421afa2c3e1a57b,42,blues
,"Cornbread, Peas, Black Molasses",31,Taj Mahal,GET ON BOARD,https://i.scdn.co/image/ab67616d0000b2733d5d51e57dada747151f3c0f,54,blues
,You've Been Cheatin',31,Omar Coleman,You've Been Cheatin',https://i.scdn.co/image/ab67616d0000b273e4aae0835da9a0a2929d8b83,17,blues
,Blues For Hawaiians,31,Chuck Berry,Berry Is On Top,https://i.scdn.co/image/ab67616d0000b273a496dc8c33ca6d10668b3157,64,blues
